Indicator,Country,Time,Value
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Bahrain,2010,0.47
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",El Salvador,2006,0.76
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",El Salvador,2007,0.80
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",El Salvador,2008,0.73
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",El Salvador,2009,0.78
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",El Salvador,2010,0.83
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",El Salvador,2011,0.79
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Guatemala,2002,0.74
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Guatemala,2012,0.58
"Elderly literacy rate, population 65+ years, female (%)",Rwanda,2000,5.67
"Elderly literacy rate, population 65+ years, female (%)",Rwanda,2010,20.35
"Elderly literacy rate, population 65+ years, female (%)",Sudan,2000,8.28
"Elderly literacy rate, population 65+ years, both sexes (%)",United Republic of Tanzania,2002,27.80
"Elderly literacy rate, population 65+ years, both sexes (%)",United Republic of Tanzania,2010,52.37
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Syrian Arab Republic,2002,0.38
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Syrian Arab Republic,2004,0.43
"Elderly literacy rate, population 65+ years, male (%)",Lebanon,2007,73.00
"Elderly literacy rate, population 65+ years, male (%)",Panama,2000,75.65
"Elderly literacy rate, population 65+ years, male (%)",Panama,2010,80.88
"Elderly literacy rate, population 65+ years, both sexes (%)",Rwanda,2000,20.18
"Elderly literacy rate, population 65+ years, both sexes (%)",Rwanda,2010,32.43
"Elderly literacy rate, population 65+ years, male (%)",Chad,2000,10.76
"Elderly literacy rate, population 65+ years, male (%)",Chad,2004,4.82
"Elderly literacy rate, population 65+ years, male (%)",Guyana,2009,56.81
"Elderly literacy rate, population 65+ years, male (%)",Sao Tome and Principe,2001,62.57
"Elderly literacy rate, population 65+ years, male (%)",Sao Tome and Principe,2008,73.78
"Elderly literacy rate, population 65+ years, female (%)",Comoros,2000,23.04
"Elderly literacy rate, population 65+ years, both sexes (%)",Nigeria,2003,21.04
"Elderly literacy rate, population 65+ years, both sexes (%)",Nigeria,2008,21.56
"Elderly literacy rate, population 65+ years, female (%)",Bhutan,2005,5.16
"Elderly literacy rate, population 65+ years, male (%)",El Salvador,2006,61.82
"Elderly literacy rate, population 65+ years, male (%)",El Salvador,2007,59.03
"Elderly literacy rate, population 65+ years, male (%)",El Salvador,2008,62.79
"Elderly literacy rate, population 65+ years, male (%)",El Salvador,2009,63.55
"Elderly literacy rate, population 65+ years, male (%)",El Salvador,2010,62.88
"Elderly literacy rate, population 65+ years, male (%)",El Salvador,2011,64.64
"Elderly literacy rate, population 65+ years, male (%)",Thailand,2000,79.23
"Elderly literacy rate, population 65+ years, male (%)",Thailand,2005,82.50
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Kazakhstan,1999,0.97
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Kazakhstan,2009,0.99
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Armenia,2001,0.97
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Nicaragua,2001,0.90
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Nicaragua,2005,0.97
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Suriname,2004,0.78
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Suriname,2008,0.78
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Suriname,2010,0.94
"Elderly literacy rate, population 65+ years, both sexes (%)",Malaysia,2000,44.33
"Elderly literacy rate, population 65+ years, both sexes (%)",Malaysia,2010,58.47
"Elderly literacy rate, population 65+ years, male (%)",Cabo Verde,2012,52.26
"Elderly literacy rate, population 65+ years, male (%)",Oman,2003,24.64
"Elderly literacy rate, population 65+ years, male (%)",Oman,2008,23.84
"Elderly literacy rate, population 65+ years, male (%)",Oman,2010,35.28
"Elderly literacy rate, population 65+ years, female (%)",Morocco,2004,3.39
"Elderly literacy rate, population 65+ years, both sexes (%)",Sudan,2000,28.07
"Elderly literacy rate, population 65+ years, male (%)",Guatemala,2002,46.71
"Elderly literacy rate, population 65+ years, male (%)",Guatemala,2012,53.63
"Elderly literacy rate, population 65+ years, female (%)",Lithuania,2001,99.26
"Elderly literacy rate, population 65+ years, female (%)",Lithuania,2011,99.81
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Georgia,2002,0.99
"Elderly literacy rate, population 65+ years, both sexes (%)",Malta,2005,81.83
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Venezuela (Bolivarian Republic of),2007,0.92
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Venezuela (Bolivarian Republic of),2009,0.92
"Elderly literacy rate, population 65+ years, both sexes (%)",Jordan,2003,41.54
"Elderly literacy rate, population 65+ years, both sexes (%)",Jordan,2005,44.44
"Elderly literacy rate, population 65+ years, both sexes (%)",Jordan,2007,46.93
"Elderly literacy rate, population 65+ years, both sexes (%)",Jordan,2010,53.52
"Elderly literacy rate, population 65+ years, both sexes (%)",Jordan,2011,55.01
"Elderly literacy rate, population 65+ years, female (%)",India,2001,19.65
"Elderly literacy rate, population 65+ years, female (%)",India,2006,18.30
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Uganda,2002,0.35
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Uganda,2006,0.30
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Uganda,2010,0.29
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Iran (Islamic Republic of),2005,0.37
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Iran (Islamic Republic of),2006,0.42
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Iran (Islamic Republic of),2008,0.41
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Iran (Islamic Republic of),2012,0.45
"Elderly literacy rate, population 65+ years, female (%)",Latvia,2000,99.25
"Elderly literacy rate, population 65+ years, female (%)",Latvia,2011,99.92
"Elderly literacy rate, population 65+ years, female (%)",Central African Republic,2000,3.57
"Elderly literacy rate, population 65+ years, female (%)",Central African Republic,2010,17.26
"Elderly literacy rate, population 65+ years, both sexes (%)",The former Yugoslav Republic of Macedonia,2002,82.52
"Elderly literacy rate, population 65+ years, female (%)",Togo,2000,6.26
"Elderly literacy rate, population 65+ years, female (%)",Togo,2006,6.41
"Elderly literacy rate, population 65+ years, female (%)",Togo,2009,8.82
"Elderly literacy rate, population 65+ years, female (%)",Togo,2011,9.17
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Puerto Rico,2010,0.98
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Afghanistan,2011,0.95
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Bosnia and Herzegovina,2000,0.76
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Madagascar,2000,0.51
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Madagascar,2009,0.79
"Elderly literacy rate, population 65+ years, male (%)","China, Macao Special Administrative Region",2001,79.67
"Elderly literacy rate, population 65+ years, male (%)","China, Macao Special Administrative Region",2006,80.76
"Elderly literacy rate, population 65+ years, male (%)","China, Macao Special Administrative Region",2011,88.47
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Nepal,2001,0.15
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Nepal,2011,0.09
"Elderly literacy rate, population 65+ years, female (%)",Senegal,2002,3.56
"Elderly literacy rate, population 65+ years, female (%)",Senegal,2006,5.80
"Elderly literacy rate, population 65+ years, female (%)",Senegal,2009,13.78
"Elderly literacy rate, population 65+ years, female (%)",Senegal,2011,8.23
"Elderly literacy rate, population 65+ years, female (%)",Egypt,2005,23.79
"Elderly literacy rate, population 65+ years, female (%)",Egypt,2006,13.79
"Elderly literacy rate, population 65+ years, female (%)",Egypt,2010,25.40
"Elderly literacy rate, population 65+ years, female (%)",Egypt,2012,28.50
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Uruguay,2006,1.01
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Uruguay,2007,1.02
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Uruguay,2008,1.01
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Uruguay,2009,1.02
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Uruguay,2010,1.02
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Uruguay,2011,1.01
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Uruguay,2012,1.01
"Elderly literacy rate, population 65+ years, female (%)",Liberia,2007,9.04
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Croatia,2001,0.92
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Croatia,2011,0.96
"Elderly literacy rate, population 65+ years, both sexes (%)",Tunisia,2004,19.66
"Elderly literacy rate, population 65+ years, both sexes (%)",Tunisia,2007,21.31
"Elderly literacy rate, population 65+ years, both sexes (%)",Tunisia,2008,20.83
"Elderly literacy rate, population 65+ years, both sexes (%)",Tunisia,2010,23.33
"Elderly literacy rate, population 65+ years, both sexes (%)",Tunisia,2011,24.32
"Elderly literacy rate, population 65+ years, female (%)",Portugal,2011,75.48
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Italy,2001,0.98
"Elderly literacy rate, population 65+ years, male (%)",Angola,2001,47.80
"Elderly literacy rate, population 65+ years, both sexes (%)",Indonesia,2004,53.22
"Elderly literacy rate, population 65+ years, both sexes (%)",Indonesia,2006,73.36
"Elderly literacy rate, population 65+ years, both sexes (%)",Indonesia,2008,57.92
"Elderly literacy rate, population 65+ years, both sexes (%)",Indonesia,2009,62.12
"Elderly literacy rate, population 65+ years, both sexes (%)",Indonesia,2011,64.33
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",South Africa,2007,0.79
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",South Africa,2009,0.87
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",South Africa,2010,0.86
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",South Africa,2011,0.87
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",South Africa,2012,0.87
"Elderly literacy rate, population 65+ years, male (%)",Viet Nam,2000,82.82
"Elderly literacy rate, population 65+ years, male (%)",Viet Nam,2009,91.10
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Israel,2011,0.93
"Elderly literacy rate, population 65+ years, male (%)",Indonesia,2004,68.65
"Elderly literacy rate, population 65+ years, male (%)",Indonesia,2006,84.65
"Elderly literacy rate, population 65+ years, male (%)",Indonesia,2008,74.57
"Elderly literacy rate, population 65+ years, male (%)",Indonesia,2009,77.72
"Elderly literacy rate, population 65+ years, male (%)",Indonesia,2011,79.27
"Elderly literacy rate, population 65+ years, female (%)",Democratic People's Republic of Korea,2008,99.99
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Tonga,2006,0.99
"Elderly literacy rate, population 65+ years, female (%)",Kazakhstan,1999,95.38
"Elderly literacy rate, population 65+ years, female (%)",Kazakhstan,2009,98.35
"Elderly literacy rate, population 65+ years, female (%)",Syrian Arab Republic,2002,22.22
"Elderly literacy rate, population 65+ years, female (%)",Syrian Arab Republic,2004,23.01
"Elderly literacy rate, population 65+ years, female (%)",Burkina Faso,2003,1.09
"Elderly literacy rate, population 65+ years, female (%)",Burkina Faso,2005,2.44
"Elderly literacy rate, population 65+ years, female (%)",Burkina Faso,2006,1.16
"Elderly literacy rate, population 65+ years, female (%)",Burkina Faso,2007,5.01
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Haiti,2003,0.59
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Haiti,2006,0.41
"Elderly literacy rate, population 65+ years, male (%)",Algeria,2002,23.44
"Elderly literacy rate, population 65+ years, male (%)",Algeria,2006,26.25
"Elderly literacy rate, population 65+ years, male (%)",Bolivia (Plurinational State of),2001,65.51
"Elderly literacy rate, population 65+ years, male (%)",Bolivia (Plurinational State of),2007,76.23
"Elderly literacy rate, population 65+ years, male (%)",Bolivia (Plurinational State of),2008,73.60
"Elderly literacy rate, population 65+ years, male (%)",Bolivia (Plurinational State of),2009,78.60
"Elderly literacy rate, population 65+ years, male (%)",Bolivia (Plurinational State of),2011,82.24
"Elderly literacy rate, population 65+ years, male (%)",Bolivia (Plurinational State of),2012,85.15
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Ethiopia,2005,0.05
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Ethiopia,2007,0.41
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Philippines,2000,0.97
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Philippines,2008,0.99
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Montenegro,2011,0.91
"Elderly literacy rate, population 65+ years, female (%)",Mauritius,2000,42.20
"Elderly literacy rate, population 65+ years, female (%)",Mauritius,2011,54.75
"Elderly literacy rate, population 65+ years, female (%)",Armenia,2001,95.50
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Myanmar,2000,0.73
"Elderly literacy rate, population 65+ years, male (%)",Malaysia,2000,60.18
"Elderly literacy rate, population 65+ years, male (%)",Malaysia,2010,74.84
